Trade_ID,Symbol,Mode,Signal_Date,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Deploy_₹,Stop_Loss,Target,Trailing_Stop,Exit_Reason,P&L_₹,P&L_%,Outcome,Portfolio_Value_After
0,AUBANK,swing,2020-01-23,2020-01-23,2020-01-24,484.85,537.58,28,13575.800000000001,463.76,537.58,456.73,TARGET,1476.44,10.88,WIN,48239.41
1,ATUL,swing,2020-01-23,2020-01-23,2020-01-24,4274.38,4435.01,1,4274.38,4167.29,4542.1,4131.59,PROFIT_BOOKING_1,160.63,3.76,PARTIAL_WIN,52674.420000000006
2,ATUL,swing,2020-01-23,2020-01-23,2020-01-27,4274.38,4542.1,2,8548.76,4167.29,4542.1,4131.59,TARGET,535.44,6.26,WIN,48441.37000000001
3,ICICIPRULI,swing,2020-01-23,2020-01-23,2020-01-27,501.95,526.21,13,6525.349999999999,485.78,542.39,480.39,PROFIT_BOOKING_1,315.38,4.83,PARTIAL_WIN,55282.10000000001
4,AUBANK,swing,2020-01-24,2020-01-24,2020-01-27,532.69,506.39,25,13317.250000000002,506.39,598.42,497.63,SL,-657.5,-4.94,LOSS,67941.85
5,JUBLFOOD,swing,2020-01-23,2020-01-23,2020-01-28,352.86,343.34,38,13408.68,343.34,376.67,340.17,SL,-361.76,-2.7,LOSS,67388.87
6,ICICIPRULI,swing,2020-01-23,2020-01-23,2020-02-03,501.95,485.78,14,7027.3,485.78,542.39,480.39,SL,-226.38,-3.22,LOSS,48208.78999999999
7,NAM-INDIA,swing,2020-01-27,2020-01-27,2020-02-03,302.22,287.88,45,13599.900000000001,287.88,338.08,283.1,SL,-645.3,-4.74,LOSS,61163.38999999999
8,GLAXO,swing,2020-01-28,2020-01-28,2020-02-03,1404.64,1360.54,9,12641.76,1360.54,1514.9,1345.84,SL,-396.9,-3.14,LOSS,73408.25
9,JUBLFOOD,swing,2020-01-30,2020-01-30,2020-02-03,360.52,378.87,18,6489.36,348.28,391.11,344.2,PROFIT_BOOKING_1,330.3,5.09,PARTIAL_WIN,80227.91
10,DRREDDY,swing,2020-02-04,2020-02-04,2020-02-05,620.35,599.94,21,13027.35,599.94,671.38,593.14,SL,-428.61,-3.29,LOSS,79799.3
11,FORTIS,swing,2020-01-23,2020-01-23,2020-02-07,152.87,167.75,88,13452.560000000001,146.92,167.75,144.94,TARGET,1309.44,9.73,WIN,94561.3
12,ABBOTINDIA,swing,2020-02-10,2020-02-10,2020-02-19,13245.53,14071.99,1,13245.53,12694.56,14622.96,12510.9,PROFIT_BOOKING_1,826.46,6.24,WIN,68764.96
13,ICICIBANK,swing,2020-02-12,2020-02-12,2020-02-24,531.28,514.44,25,13282.0,514.44,573.35,508.83,SL,-421.0,-3.17,LOSS,81625.96
14,JUBLFOOD,swing,2020-01-30,2020-01-30,2020-02-28,360.52,348.28,19,6849.879999999999,348.28,391.11,344.2,SL,-232.56,-3.4,LOSS,88243.28
15,KOTAKBANK,swing,2020-02-11,2020-02-11,2020-02-28,333.52,323.01,40,13340.8,323.01,359.78,319.51,SL,-420.4,-3.15,LOSS,101163.68
16,MFSL,swing,2020-03-05,2020-03-05,2020-03-06,605.2,568.43,22,13314.400000000001,568.43,697.13,556.17,SL,-808.94,-6.08,LOSS,100354.73999999999
17,DMART,swing,2020-04-28,2020-04-28,2020-05-06,2305.8,2148.69,5,11529.0,2148.69,2698.59,2096.31,SL,-785.55,-6.81,LOSS,87765.68999999999
18,GRANULES,swing,2020-04-23,2020-04-23,2020-06-03,157.38,184.24,37,5823.0599999999995,139.47,202.14,133.5,PROFIT_BOOKING_1,993.82,17.07,PARTIAL_WIN,83014.81999999999
19,GRANULES,swing,2020-04-23,2020-04-23,2020-06-10,157.38,202.14,38,5980.44,139.47,202.14,133.5,TARGET,1700.88,28.44,WIN,90696.13999999998
20,DMART,swing,2020-05-11,2020-05-11,2020-07-14,2313.55,2161.7,5,11567.75,2161.7,2693.16,2111.09,SL,-759.25,-6.56,LOSS,88129.45999999999
21,DEEPAKNTR,swing,2020-07-07,2020-07-07,2020-07-24,514.43,585.55,26,13375.179999999998,485.98,585.55,476.49,TARGET,1849.12,13.83,WIN,77023.54
22,AJANTPHARM,swing,2020-07-23,2020-07-23,2020-07-28,947.45,904.17,14,13264.300000000001,904.17,1055.67,889.74,SL,-605.92,-4.57,LOSS,89681.92
23,NESTLEIND,swing,2020-07-16,2020-07-16,2020-07-29,816.62,788.41,16,13065.92,788.41,887.14,779.01,SL,-451.36,-3.45,LOSS,102296.48
24,ADANIGREEN,swing,2020-08-17,2020-08-17,2020-08-24,367.25,404.08,18,6610.5,342.7,428.63,334.52,PROFIT_BOOKING_1,662.94,10.03,PARTIAL_WIN,69209.54999999999
25,ADANIGREEN,swing,2020-08-17,2020-08-17,2020-08-25,367.25,428.63,19,6977.75,342.7,428.63,334.52,TARGET,1166.22,16.71,WIN,77353.51999999999
26,ADANIGREEN,swing,2020-08-25,2020-08-25,2020-08-28,424.7,465.61,16,6795.2,397.43,492.88,388.34,PROFIT_BOOKING_1,654.56,9.63,PARTIAL_WIN,60652.81999999999
27,AJANTPHARM,swing,2020-07-31,2020-07-31,2020-08-31,1020.32,965.56,13,13264.16,965.56,1157.21,947.31,SL,-711.88,-5.37,LOSS,73205.09999999999
28,ADANIGREEN,swing,2020-08-25,2020-08-25,2020-08-31,424.7,492.88,16,6795.2,397.43,492.88,388.34,TARGET,1090.88,16.05,WIN,81091.18
29,BRITANNIA,swing,2020-08-25,2020-08-25,2020-08-31,3520.02,3413.87,3,10560.06,3413.87,3785.38,3378.49,SL,-318.45,-3.02,LOSS,91332.79
30,ADANIGREEN,swing,2020-09-01,2020-09-01,2020-09-03,494.65,551.1,13,6430.45,457.02,588.73,444.48,PROFIT_BOOKING_1,733.85,11.41,PARTIAL_WIN,74622.04
31,BRITANNIA,swing,2020-09-02,2020-09-02,2020-09-07,3506.5,3404.78,3,10519.5,3404.78,3760.8,3370.87,SL,-305.16,-2.9,LOSS,84836.37999999999
32,ADANIGREEN,swing,2020-09-01,2020-09-01,2020-09-09,494.65,588.73,14,6925.099999999999,457.02,588.73,444.48,TARGET,1317.12,19.02,WIN,93078.59999999999
33,COFORGE,swing,2020-08-04,2020-08-04,2020-09-14,365.08,397.43,18,6571.44,343.51,419.0,336.33,PROFIT_BOOKING_1,582.3,8.86,PARTIAL_WIN,86661.19
34,ADANIGREEN,swing,2020-09-09,2020-09-09,2020-09-15,590.05,660.4,11,6490.549999999999,543.15,707.3,527.52,PROFIT_BOOKING_1,773.85,11.92,PARTIAL_WIN,93925.59
35,COFORGE,swing,2020-08-04,2020-08-04,2020-09-17,365.08,419.0,19,6936.5199999999995,343.51,419.0,336.33,TARGET,1024.48,14.77,WIN,91241.66
36,BRITANNIA,swing,2020-09-16,2020-09-16,2020-09-21,3548.31,3439.32,3,10644.93,3439.32,3820.77,3402.99,SL,-326.97,-3.07,LOSS,101559.62000000001
37,ADANIGREEN,swing,2020-09-09,2020-09-09,2020-09-29,590.05,707.3,12,7080.599999999999,543.15,707.3,527.52,TARGET,1407.0,19.87,WIN,110047.22
38,MUTHOOTFIN,swing,2020-10-06,2020-10-06,2020-10-13,1094.2,1033.35,12,13130.400000000001,1033.35,1246.32,1013.07,SL,-730.2,-5.56,LOSS,83093.07
39,AJANTPHARM,swing,2020-09-30,2020-09-30,2020-10-19,1010.55,950.36,13,13137.15,950.36,1161.04,930.29,SL,-782.47,-5.96,LOSS,95447.75
40,TORNTPHARM,swing,2020-10-06,2020-10-06,2020-10-19,1308.68,1242.8,10,13086.800000000001,1242.8,1473.38,1220.83,SL,-658.8,-5.03,LOSS,107875.75
41,JUBLPHARMA,swing,2020-10-23,2020-10-23,2020-10-27,554.33,520.84,24,13303.920000000002,520.84,638.07,509.68,SL,-803.76,-6.04,LOSS,79886.39
42,JPPOWER,swing,2020-10-23,2020-10-23,2020-10-28,2.6,2.38,5230,13598.0,2.38,3.14,2.31,SL,-1150.6,-8.46,LOSS,79794.76
43,CRISIL,swing,2020-10-27,2020-10-27,2020-10-30,1791.29,1910.54,3,5373.87,1711.78,1990.04,1685.28,PROFIT_BOOKING_1,357.75,6.66,PARTIAL_WIN,85526.37999999999
44,LTFOODS,swing,2020-10-26,2020-10-26,2020-11-02,50.7,47.61,268,13587.6,47.61,58.44,46.58,SL,-828.12,-6.09,LOSS,98285.85999999999
45,TIINDIA,swing,2020-11-03,2020-11-03,2020-11-12,661.28,722.64,10,6612.799999999999,620.37,763.54,606.74,PROFIT_BOOKING_1,613.6,9.28,PARTIAL_WIN,52357.319999999985
46,TIINDIA,swing,2020-11-03,2020-11-03,2020-11-19,661.28,763.54,10,6612.799999999999,620.37,763.54,606.74,TARGET,1022.6,15.46,WIN,59992.71999999999
47,TIMKEN,swing,2020-11-09,2020-11-09,2020-11-20,1086.53,1167.14,6,6519.18,1032.79,1220.88,1014.88,PROFIT_BOOKING_1,483.66,7.42,PARTIAL_WIN,53701.55999999998
48,KEC,swing,2020-11-19,2020-11-19,2020-11-20,332.35,355.18,20,6647.0,317.12,370.41,312.05,PROFIT_BOOKING_1,456.6,6.87,PARTIAL_WIN,60805.15999999998
49,AARTIIND,swing,2020-11-10,2020-11-10,2020-12-01,532.41,574.38,12,6388.92,504.43,602.36,495.11,PROFIT_BOOKING_1,503.64,7.88,PARTIAL_WIN,67697.71999999999
50,AARTIIND,swing,2020-11-10,2020-11-10,2020-12-07,532.41,602.36,13,6921.33,504.43,602.36,495.11,TARGET,909.35,13.14,WIN,75528.4
51,AEGISLOG,swing,2020-12-07,2020-12-07,2020-12-10,248.2,231.83,54,13402.8,231.83,289.13,226.37,SL,-883.98,-6.6,LOSS,74644.42
52,KEC,swing,2020-11-19,2020-11-19,2020-12-14,332.35,370.41,20,6647.0,317.12,370.41,312.05,TARGET,761.2,11.45,WIN,68475.06
53,SCI,swing,2020-12-10,2020-12-10,2020-12-14,82.79,77.27,164,13577.560000000001,77.27,96.62,75.42,SL,-905.28,-6.67,LOSS,81147.34
54,ERIS,swing,2020-11-03,2020-11-03,2020-12-16,502.99,540.48,13,6538.87,477.99,565.48,469.66,PROFIT_BOOKING_1,487.37,7.45,PARTIAL_WIN,74626.48
55,LAURUSLABS,swing,2020-12-14,2020-12-14,2020-12-21,322.55,351.56,21,6773.55,303.21,370.9,296.77,PROFIT_BOOKING_1,609.21,8.99,PARTIAL_WIN,70900.87
56,DIVISLAB,swing,2020-12-18,2020-12-18,2020-12-21,3702.79,3567.35,3,11108.369999999999,3567.35,4041.37,3522.21,SL,-406.32,-3.66,LOSS,81602.92
57,ERIS,swing,2020-11-03,2020-11-03,2020-12-23,502.99,565.48,14,7041.860000000001,477.99,565.48,469.66,TARGET,874.86,12.42,WIN,76177.41
58,MPHASIS,swing,2020-12-21,2020-12-21,2020-12-23,1212.93,1344.28,11,13342.230000000001,1160.39,1344.28,1142.88,TARGET,1444.85,10.83,WIN,90964.49
59,TIMKEN,swing,2020-11-09,2020-11-09,2020-12-29,1086.53,1220.88,6,6519.18,1032.79,1220.88,1014.88,TARGET,806.1,12.37,WIN,85922.96
60,GRAVITA,swing,2020-12-29,2020-12-29,2021-01-01,69.76,79.01,97,6766.72,63.6,85.17,61.55,PROFIT_BOOKING_1,897.25,13.26,PARTIAL_WIN,66500.93000000001
61,GRAVITA,swing,2020-12-29,2020-12-29,2021-01-05,69.76,85.17,97,6766.72,63.6,85.17,61.55,TARGET,1494.77,22.09,WIN,74762.42000000001
62,MPHASIS,swing,2020-12-23,2020-12-23,2021-01-06,1374.09,1479.75,4,5496.36,1303.65,1550.19,1280.17,PROFIT_BOOKING_1,422.64,7.69,PARTIAL_WIN,80681.42000000001
63,AMBUJACEM,swing,2020-12-30,2020-12-30,2021-01-12,242.01,261.05,28,6776.28,229.32,273.74,225.09,PROFIT_BOOKING_1,533.12,7.87,PARTIAL_WIN,74688.44
64,LAURUSLABS,swing,2020-12-14,2020-12-14,2021-01-21,322.55,370.9,21,6773.55,303.21,370.9,296.77,TARGET,1015.35,14.99,WIN,82477.34
65,DABUR,swing,2021-01-11,2021-01-11,2021-01-22,511.63,497.84,26,13302.38,497.84,546.1,493.24,SL,-358.54,-2.7,LOSS,95421.18
66,CRISIL,swing,2020-10-27,2020-10-27,2021-01-25,1791.29,1764.1015625,4,7165.16,1711.78,1990.04,1685.28,TIME_EXIT,-108.75,-1.52,LOSS,91141.26624999999
67,EICHERMOT,swing,2021-01-22,2021-01-22,2021-01-27,2834.08,2712.05,4,11336.32,2712.05,3139.16,2671.37,SL,-488.12,-4.31,LOSS,91003.07624999998
68,IIFL,swing,2021-02-01,2021-02-01,2021-02-03,168.38,196.56,80,13470.4,157.11,196.56,153.36,TARGET,2254.4,16.74,WIN,93257.47624999999
69,INDIAMART,swing,2021-01-25,2021-01-25,2021-02-04,3662.13,4140.57,1,3662.13,3343.17,4459.53,3236.85,PROFIT_BOOKING_1,478.44,13.06,PARTIAL_WIN,70361.44625000001
70,INDIAMART,swing,2021-01-25,2021-01-25,2021-02-05,3662.13,4459.53,2,7324.26,3343.17,4459.53,3236.85,TARGET,1594.8,21.77,WIN,79280.50625
71,IIFL,swing,2021-02-03,2021-02-03,2021-02-10,202.6,225.35,33,6685.8,187.43,240.52,182.37,PROFIT_BOOKING_1,750.75,11.23,PARTIAL_WIN,73165.01625
72,IIFL,swing,2021-02-03,2021-02-03,2021-02-11,202.6,240.52,34,6888.4,187.43,240.52,182.37,TARGET,1289.28,18.72,WIN,81342.69625000001
73,AMBUJACEM,swing,2020-12-30,2020-12-30,2021-02-15,242.01,273.74,28,6776.28,229.32,273.74,225.09,TARGET,888.44,13.11,WIN,75560.46625000001
74,CDSL,swing,2021-02-11,2021-02-11,2021-02-15,244.49,272.71,55,13446.95,233.2,272.71,229.44,TARGET,1552.1,11.54,WIN,90559.51625000002
75,BLUESTARCO,swing,2021-02-03,2021-02-03,2021-02-19,384.64,416.53,17,6538.88,363.38,437.79,356.29,PROFIT_BOOKING_1,542.13,8.29,PARTIAL_WIN,71214.95625
76,BERGEPAINT,swing,2021-02-15,2021-02-15,2021-02-22,620.67,592.26,21,13034.07,592.26,691.7,582.79,SL,-596.61,-4.58,LOSS,83652.41625000001
77,MPHASIS,swing,2020-12-23,2020-12-23,2021-02-23,1374.09,1550.19,5,6870.45,1303.65,1550.19,1280.17,TARGET,880.5,12.82,WIN,77835.95625
78,CASTROLIND,swing,2021-02-05,2021-02-05,2021-02-23,98.92,94.69,137,13552.04,94.69,109.5,93.28,SL,-579.51,-4.28,LOSS,90808.48625
79,CDSL,swing,2021-02-15,2021-02-15,2021-02-23,267.83,287.52,25,6695.75,254.71,300.65,250.33,PROFIT_BOOKING_1,492.25,7.35,PARTIAL_WIN,97996.48625
80,GESHIP,swing,2021-02-23,2021-02-23,2021-02-25,231.23,262.24,58,13411.34,218.82,262.24,214.69,TARGET,1798.58,13.41,WIN,86197.56625
81,CDSL,swing,2021-02-15,2021-02-15,2021-02-26,267.83,300.65,25,6695.75,254.71,300.65,250.33,TARGET,820.5,12.25,WIN,80330.25625
82,RPOWER,swing,2021-02-23,2021-02-23,2021-02-26,3.7,4.13,1837,6796.900000000001,3.42,4.41,3.32,PROFIT_BOOKING_1,789.91,11.62,PARTIAL_WIN,87917.06625
83,GESHIP,swing,2021-02-25,2021-02-25,2021-02-26,252.52,275.1,26,6565.52,237.47,290.14,232.46,PROFIT_BOOKING_1,587.08,8.94,PARTIAL_WIN,95069.66625000001
84,BLUESTARCO,swing,2021-02-03,2021-02-03,2021-03-01,384.64,437.79,18,6923.5199999999995,363.38,437.79,356.29,TARGET,956.7,13.82,WIN,89411.62625000002
85,RPOWER,swing,2021-02-23,2021-02-23,2021-03-01,3.7,4.41,1838,6800.6,3.42,4.41,3.32,TARGET,1304.98,19.19,WIN,97517.20625000002
86,HBLENGINE,swing,2021-02-22,2021-02-22,2021-03-02,35.61,39.97,190,6765.9,32.7,42.87,31.74,PROFIT_BOOKING_1,828.4,12.24,PARTIAL_WIN,91512.30625000002
87,RPOWER,swing,2021-03-01,2021-03-01,2021-03-04,4.45,4.11,3056,13599.2,4.11,5.31,3.99,SL,-1039.04,-7.64,LOSS,90510.96625000003
88,ZENSARTECH,swing,2021-03-02,2021-03-02,2021-03-08,271.23,253.14,50,13561.5,253.14,316.44,247.12,SL,-904.5,-6.67,LOSS,89604.22625000002
89,CDSL,swing,2021-02-26,2021-02-26,2021-03-09,294.31,278.64,46,13538.26,278.64,333.49,273.42,SL,-720.82,-5.32,LOSS,88848.21625000003
90,BLS,swing,2021-03-09,2021-03-09,2021-03-10,26.21,28.92,259,6788.39,24.4,30.73,23.8,PROFIT_BOOKING_1,701.89,10.34,PARTIAL_WIN,82761.71625000003
91,LEMONTREE,swing,2021-03-08,2021-03-08,2021-03-15,42.55,40.19,319,13573.449999999999,40.19,48.45,39.4,SL,-752.84,-5.55,LOSS,95582.32625000003
92,CESC,swing,2021-03-04,2021-03-04,2021-03-18,51.77,49.66,262,13563.740000000002,49.66,57.07,48.95,SL,-552.82,-4.08,LOSS,95191.37625000003
93,HBLENGINE,swing,2021-02-22,2021-02-22,2021-03-19,35.61,32.7,191,6801.51,32.7,42.87,31.74,SL,-555.81,-8.17,LOSS,101437.07625000003
94,OBEROIRLTY,swing,2021-03-15,2021-03-15,2021-03-19,582.69,548.06,23,13401.87,548.06,669.26,536.52,SL,-796.49,-5.94,LOSS,114042.45625000003
95,BLS,swing,2021-03-09,2021-03-09,2021-03-24,26.21,24.4,259,6788.39,24.4,30.73,23.8,SL,-468.79,-6.91,LOSS,82026.72625000004
96,LTM,swing,2021-03-19,2021-03-19,2021-03-25,3789.41,3578.05,3,11368.23,3578.05,4317.82,3507.59,SL,-634.08,-5.58,LOSS,92760.87625000003
97,DABUR,swing,2021-03-22,2021-03-22,2021-03-25,499.46,485.46,27,13485.42,485.46,534.45,480.79,SL,-378.0,-2.8,LOSS,105868.29625000003
98,OBEROIRLTY,swing,2021-03-22,2021-03-22,2021-03-25,586.16,547.73,23,13481.679999999998,547.73,682.23,534.92,SL,-883.89,-6.56,LOSS,118466.08625000002
99,DABUR,swing,2021-03-30,2021-03-30,2021-04-08,503.67,525.25,13,6547.71,489.28,539.63,484.49,PROFIT_BOOKING_1,280.54,4.28,PARTIAL_WIN,74283.99625000003
100,GESHIP,swing,2021-02-25,2021-02-25,2021-04-12,252.52,237.47,27,6818.04,237.47,290.14,232.46,SL,-406.35,-5.96,LOSS,80695.68625000003
101,BERGEPAINT,swing,2021-03-26,2021-03-26,2021-04-12,617.3,588.51,22,13580.599999999999,588.51,689.27,578.92,SL,-633.38,-4.66,LOSS,93642.90625000003
102,CEATLTD,swing,2021-04-01,2021-04-01,2021-04-12,1527.15,1435.07,8,12217.2,1435.07,1757.36,1404.38,SL,-736.64,-6.03,LOSS,105123.46625000003
103,DABUR,swing,2021-03-30,2021-03-30,2021-04-15,503.67,539.63,14,7051.38,489.28,539.63,484.49,TARGET,503.44,7.14,WIN,99271.71625000003
104,LTM,swing,2021-03-30,2021-03-30,2021-04-20,3871.15,3647.25,3,11613.45,3647.25,4430.88,3572.62,SL,-671.7,-5.78,LOSS,70116.29625000001
105,DABUR,swing,2021-04-15,2021-04-15,2021-04-26,535.55,520.45,25,13388.749999999998,520.45,573.28,515.42,SL,-377.5,-2.82,LOSS,83127.54625000001
106,LAURUSLABS,swing,2021-04-13,2021-04-13,2021-04-29,432.47,470.91,15,6487.05,406.85,496.53,398.31,PROFIT_BOOKING_1,576.6,8.89,PARTIAL_WIN,64744.68625000001
107,WIPRO,swing,2021-04-16,2021-04-16,2021-04-30,214.3,230.27,31,6643.3,203.65,240.91,200.11,PROFIT_BOOKING_1,495.07,7.45,PARTIAL_WIN,71883.05625000001
108,INDIAMART,swing,2021-04-28,2021-04-28,2021-04-30,4087.67,3870.57,3,12263.01,3870.57,4630.42,3798.21,SL,-651.3,-5.31,LOSS,83494.76625000002
109,WIPRO,swing,2021-04-16,2021-04-16,2021-05-10,214.3,240.91,32,6857.6,203.65,240.91,200.11,TARGET,851.52,12.42,WIN,77667.52625000001
110,ONGC,swing,2021-04-30,2021-04-30,2021-05-11,79.16,85.51,85,6728.599999999999,74.92,89.75,73.51,PROFIT_BOOKING_1,539.75,8.02,PARTIAL_WIN,71798.69625000001
111,TIMKEN,swing,2021-04-27,2021-04-27,2021-05-17,1318.35,1243.46,10,13183.5,1243.46,1505.59,1218.49,SL,-748.9,-5.68,LOSS,84233.29625000001
112,ADANIPOWER,swing,2021-05-17,2021-05-17,2021-05-19,19.41,21.26,350,6793.5,18.18,22.49,17.77,PROFIT_BOOKING_1,647.5,9.53,PARTIAL_WIN,78087.29625000001
113,LAURUSLABS,swing,2021-04-13,2021-04-13,2021-05-24,432.47,496.53,16,6919.52,406.85,496.53,398.31,TARGET,1024.96,14.81,WIN,86031.77625000001
114,REDINGTON,swing,2021-04-15,2021-04-15,2021-05-28,71.78,90.22,184,13207.52,64.4,90.22,61.95,TARGET,3392.96,25.69,WIN,89063.94625000001
115,ADANIPOWER,swing,2021-05-17,2021-05-17,2021-05-28,19.41,18.18,350,6793.5,18.18,22.49,17.77,SL,-430.5,-6.34,LOSS,95426.94625000001
116,BHARATFORG,swing,2021-05-10,2021-05-10,2021-06-02,625.58,674.52,10,6255.8,592.96,707.14,582.08,PROFIT_BOOKING_1,489.4,7.82,PARTIAL_WIN,76172.62625000002
117,ONGC,swing,2021-04-30,2021-04-30,2021-06-03,79.16,89.75,86,6807.759999999999,74.92,89.75,73.51,TARGET,910.74,13.38,WIN,83891.12625000002
118,BHARATFORG,swing,2021-05-10,2021-05-10,2021-06-04,625.58,707.14,11,6881.38,592.96,707.14,582.08,TARGET,897.16,13.04,WIN,78165.26625000002
119,ACE,swing,2021-05-24,2021-05-24,2021-06-07,167.51,182.95,40,6700.4,157.22,193.24,153.79,PROFIT_BOOKING_1,617.6,9.22,PARTIAL_WIN,71933.46625000001
120,KARURVYSYA,swing,2021-05-28,2021-05-28,2021-06-08,44.26,41.6,307,13587.82,41.6,50.91,40.72,SL,-816.62,-6.01,LOSS,84704.66625000001
121,ASAHIINDIA,swing,2021-06-03,2021-06-03,2021-06-08,337.61,317.52,40,13504.400000000001,317.52,387.82,310.83,SL,-803.6,-5.95,LOSS,97405.46625000001
122,ACE,swing,2021-05-24,2021-05-24,2021-06-09,167.51,193.24,41,6867.91,157.22,193.24,153.79,TARGET,1054.93,15.36,WIN,78947.09625
123,LALPATHLAB,swing,2021-06-08,2021-06-08,2021-06-10,1431.41,1529.14,4,5725.64,1366.25,1594.3,1344.53,PROFIT_BOOKING_1,390.92,6.83,PARTIAL_WIN,72739.20625
124,IIFL,swing,2021-06-08,2021-06-08,2021-06-10,275.48,259.09,49,13498.52,259.09,316.45,253.62,SL,-803.11,-5.95,LOSS,85434.61625
125,INDIGO,swing,2021-05-28,2021-05-28,2021-06-17,1773.1,1698.62,7,12411.699999999999,1698.62,1959.31,1673.79,SL,-521.36,-4.2,LOSS,87120.73625
126,CHOLAHLDNG,swing,2021-06-04,2021-06-04,2021-06-17,677.49,644.61,20,13549.8,644.61,759.67,633.65,SL,-657.6,-4.85,LOSS,100012.93625
127,GICRE,swing,2021-06-17,2021-06-17,2021-06-18,183.48,175.41,74,13577.519999999999,175.41,203.67,172.72,SL,-597.18,-4.4,LOSS,99415.75624999999
128,SCHAEFFLER,swing,2021-06-28,2021-06-28,2021-06-29,1086.06,1047.53,12,13032.72,1047.53,1182.38,1034.69,SL,-462.36,-3.55,LOSS,98953.39624999999
129,LALPATHLAB,swing,2021-06-08,2021-06-08,2021-07-01,1431.41,1594.3,5,7157.05,1366.25,1594.3,1344.53,TARGET,814.45,11.38,WIN,106924.89624999999
130,ZYDUSWELL,swing,2021-07-08,2021-07-08,2021-07-16,429.7,451.06,15,6445.5,415.46,465.3,410.71,PROFIT_BOOKING_1,320.4,4.97,PARTIAL_WIN,73454.89624999999
131,VEDL,swing,2021-07-06,2021-07-06,2021-07-20,129.74,123.56,104,13492.960000000001,123.56,145.19,121.5,SL,-642.72,-4.76,LOSS,86305.13625
132,SUNDARMFIN,swing,2021-06-09,2021-06-09,2021-07-26,2464.89,2356.04,5,12324.449999999999,2356.04,2736.99,2319.76,SL,-544.25,-4.42,LOSS,85128.53624999999
133,PFIZER,swing,2021-06-10,2021-06-10,2021-07-27,5102.11,5549.31,2,10204.22,4923.23,5549.31,4863.61,TARGET,894.4,8.77,WIN,96227.15624999999
134,HINDALCO,swing,2021-07-12,2021-07-12,2021-07-27,372.84,395.93,18,6711.12,357.44,411.33,352.31,PROFIT_BOOKING_1,415.62,6.19,PARTIAL_WIN,103353.89624999999
135,HINDALCO,swing,2021-07-12,2021-07-12,2021-07-29,372.84,411.33,18,6711.12,357.44,411.33,352.31,TARGET,692.82,10.32,WIN,97725.35625
136,ZYDUSWELL,swing,2021-07-08,2021-07-08,2021-07-30,429.7,415.46,16,6875.2,415.46,465.3,410.71,SL,-227.84,-3.31,LOSS,90785.46625
137,HINDCOPPER,swing,2021-07-30,2021-07-30,2021-08-05,149.37,140.43,91,13592.67,140.43,171.74,137.44,SL,-813.54,-5.99,LOSS,76435.32625
138,CGPOWER,swing,2021-08-03,2021-08-03,2021-08-05,82.04,89.06,82,6727.280000000001,77.36,93.74,75.8,PROFIT_BOOKING_1,575.64,8.56,PARTIAL_WIN,83738.24625
139,JSWSTEEL,swing,2021-07-28,2021-07-28,2021-08-06,685.92,728.02,9,6173.28,657.85,756.09,648.49,PROFIT_BOOKING_1,378.9,6.14,PARTIAL_WIN,77187.82624999998
140,NMDC,swing,2021-07-29,2021-07-29,2021-08-09,34.75,33.06,391,13587.25,33.06,38.96,32.5,SL,-660.79,-4.86,LOSS,90114.28624999999
141,CGPOWER,swing,2021-08-03,2021-08-03,2021-08-10,82.04,77.36,83,6809.320000000001,77.36,93.74,75.8,SL,-388.44,-5.7,LOSS,96535.16625
142,CONCOR,swing,2021-08-05,2021-08-05,2021-08-10,655.13,624.92,20,13102.6,624.92,730.66,614.85,SL,-604.2,-4.61,LOSS,109033.56624999999
143,EICHERMOT,swing,2021-08-10,2021-08-10,2021-08-12,2623.16,2544.08,5,13115.8,2544.08,2820.89,2517.71,SL,-395.4,-3.01,LOSS,108638.16624999998
144,JSWSTEEL,swing,2021-07-28,2021-07-28,2021-08-20,685.92,657.85,10,6859.2,657.85,756.09,648.49,SL,-280.7,-4.09,LOSS,115216.66624999998
145,OIL,swing,2021-08-20,2021-08-20,2021-08-26,87.21,93.98,77,6715.169999999999,82.7,98.49,81.2,PROFIT_BOOKING_1,521.29,7.76,PARTIAL_WIN,71977.80624999998
146,HINDUNILVR,swing,2021-08-20,2021-08-20,2021-08-31,2401.81,2498.18,2,4803.62,2337.57,2562.43,2316.15,PROFIT_BOOKING_1,192.74,4.01,PARTIAL_WIN,76974.16624999998
147,CHOLAHLDNG,swing,2021-07-20,2021-07-20,2021-09-01,647.84,700.08,10,6478.400000000001,613.0,734.92,601.39,PROFIT_BOOKING_1,522.4,8.06,PARTIAL_WIN,83974.96624999998
148,HINDUNILVR,swing,2021-08-20,2021-08-20,2021-09-02,2401.81,2562.43,3,7205.43,2337.57,2562.43,2316.15,TARGET,481.86,6.69,WIN,91662.25624999998
149,BLUEDART,swing,2021-08-25,2021-08-25,2021-09-03,5712.61,6048.77,1,5712.61,5488.51,6272.88,5413.81,PROFIT_BOOKING_1,336.16,5.88,PARTIAL_WIN,84609.00624999998
150,BLUEDART,swing,2021-08-25,2021-08-25,2021-09-06,5712.61,6272.88,1,5712.61,5488.51,6272.88,5413.81,TARGET,560.27,9.81,WIN,90881.88624999998
