Symbol,CMP,Score,Grade,Quality,Growth,Technical,Momentum,Sector_RS_Bonus,RS_Rank,Sector_Percentile,Market_Cap_Cr,PE,Fwd_PE,ROE_%,Rev_Growth_%,EPS_Growth_%,Debt_Eq,Div_Yield_%,RSI,Target,Stop_Loss,Target_Low,Target_High,Profit_%,Risk_%,Target_%,Target_%_Low,Target_%_High,SL_%,RR_Ratio,Sector_Bucket,Sector_Label,Valuation_Methods_Used,Valuation_Method_Detail,Real_Analyst_Target_Status,Real_Analyst_Target_Avg,Real_Analyst_Target_Low,Real_Analyst_Target_High,Real_Analyst_Num_Analysts,Target_Disclaimer,Reasons,Horizon,Shares_To_Buy,Deploy_₹,Max_Risk_₹,%_of_Portfolio,Regime_Multiplier_Applied,Sector_Leader_Bonus,Sector_Leader_Reasons,Confidence_%,Confidence_Factors,News_Status,News_Headlines,You_Hold,Held_Qty,Held_Avg,Unrealized_PnL_%,Additional_Shares_Room,Additional_Deploy_₹
AUBANK,1028.4,68,STRONG BUY,12,23,16,12,5,86.3,87.5,78033.0,27.63,17.16,,29.8,35.1,,10.0,46.0,1141.52,972.9485253559479,1079.82,1234.08,11.0,5.4,11.0,5.0,20.0,5.4,2.0,default,Banking,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.79 — undervalued vs growth | Dividend 10.0% — paid to hold | EPS growth 35.1% — strong | Revenue growth 29.8% | Earnings accelerating (fwd PE 17.16 vs 27.63) | Above 50 & 200 DMA — uptrend,1-2 years,4,4113.6,221.81,3.0,0.375,0,,76,Base: model score 68/100 from Quality+Growth+Technical+Momentum | PEG 0.79 — growth clearly outpaces price (+8),ok,"[26 Jul 2026, TradingView] AUBank Trend Lines in Multiple Time Frames. 3/210 Charts. for NSE:AUBANK by TheBullishVenture",No,,,,4,4113.6
PRESTIGE,1610.0,67,STRONG BUY,5,30,16,12,0,44.0,25.0,72061.0,60.27,29.79,8.0,166.5,901.7,105.493,11.0,44.1,1787.1,1503.8780842452438,1690.5,1932.0,11.0,6.6,11.0,5.0,20.0,6.6,1.7,default,Real Estate,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 11.0% — paid to hold | EPS growth 901.7% — explosive | Revenue growth 166.5% — exceptional | Earnings accelerating (fwd PE 29.79 vs 60.27) | Above 50 & 200 DMA — uptrend | RSI 44 — ideal 1Y entry zone,1-2 years,3,4830.0,318.37,3.6,0.375,4,Highest ROE in Real Estate,67,Base: model score 67/100 from Quality+Growth+Technical+Momentum | PEG 0.07 — growth clearly outpaces price (+8) | D/E 105.493 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,3,4830.0
CREDITACC,1598.2,67,STRONG BUY,13,30,16,4,0,77.9,41.7,25478.0,20.92,12.3,16.36,149.5,715.2,302.872,,59.4,1783.59,1500.4304435656802,1678.11,1917.84,11.6,6.1,11.6,5.0,20.0,6.1,1.9,default,Housing Finance/NBFC,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +3.3%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 16.36% — good | PEG ~0.03 — undervalued vs growth | EPS growth 715.2% — explosive | Revenue growth 149.5% — exceptional | Earnings accelerating (fwd PE 12.3 vs 20.92) | Above 50 & 200 DMA — uptrend,1-2 years,3,4794.6,293.31,3.5,0.375,4,Top-3 RS in Housing Finance/NBFC,67,Base: model score 67/100 from Quality+Growth+Technical+Momentum | PEG 0.03 — growth clearly outpaces price (+8) | D/E 302.872 — elevated leverage risk (-8),ok,"[25 Jul 2026, indiagazette.com] CreditAccess Grameen Limited - First Quarter FY26-27 Results",No,,,,3,4794.6
CRISIL,4422.0,66,STRONG BUY,22,19,17,8,0,20.4,54.2,32533.0,36.83,30.17,29.05,27.6,26.2,10.23,89.0,70.5,4908.42,4186.938028932067,4643.1,5306.4,11.0,5.3,11.0,5.0,20.0,5.3,2.1,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 29.05% — excellent | PEG ~1.41 — undervalued vs growth | Dividend 89.0% — paid to hold | EPS growth 26.2% | Revenue growth 27.6% | Earnings accelerating (fwd PE 30.17 vs 36.83),1-2 years,1,4422.0,235.06,3.3,0.375,0,,58,Base: model score 66/100 from Quality+Growth+Technical+Momentum | D/E 10.23 — elevated leverage risk (-8),ok,"[28 Jul 2026, scanx.trade] State Bank of India sees Crisil ESG upgrade to Leadership in FY26",No,,,,1,4422.0
ASHOKLEY,157.41,66,STRONG BUY,18,16,15,12,5,82.0,83.3,92783.0,26.73,19.45,21.64,17.4,24.5,344.737,2.22,49.8,174.73,149.0702139166583,165.28,188.89,11.0,5.3,11.0,5.0,20.0,5.3,2.1,default,Auto & Ancillaries,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 21.64% — good | PEG ~1.09 — undervalued vs growth | Dividend 2.22% — paid to hold | EPS growth 24.5% | Revenue growth 17.4% | Earnings accelerating (fwd PE 19.45 vs 26.73),1-2 years,32,5037.12,266.87,3.7,0.375,0,,58,Base: model score 66/100 from Quality+Growth+Technical+Momentum | D/E 344.737 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,32,5037.12
HOMEFIRST,1172.5,66,STRONG BUY,12,23,19,12,0,23.2,41.7,12277.0,21.25,14.92,,29.7,32.3,243.944,44.0,45.4,1301.48,1088.997497020117,1231.12,1407.0,11.0,7.1,11.0,5.0,20.0,7.1,1.5,default,Housing Finance/NBFC,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.66 — undervalued vs growth | Dividend 44.0% — paid to hold | EPS growth 32.3% — strong | Revenue growth 29.7% | Earnings accelerating (fwd PE 14.92 vs 21.25) | Above 50 & 200 DMA — uptrend,1-2 years,4,4690.0,334.01,3.4,0.375,0,,66,Base: model score 66/100 from Quality+Growth+Technical+Momentum | PEG 0.66 — growth clearly outpaces price (+8) | D/E 243.944 — elevated leverage risk (-8),ok,"[28 Jul 2026, scanx.trade] Home First Finance Company India Ltd Q1 Results: Earnings call audio uploaded || [28 Jul 2026, The Economic Times] Home First Finance Q1 profit Up 35% on higher income",No,,,,4,4690.0
BLS,239.5,66,STRONG BUY,17,20,14,12,-5,5.9,8.3,9955.0,14.54,11.25,30.14,17.6,31.4,15.468,1.27,56.7,287.4,224.6742994569458,287.4,287.4,20.0,6.2,20.0,20.0,20.0,6.2,3.2,default,Business/Support Services,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 30.14% — excellent | PEG ~0.46 — undervalued vs growth | EPS growth 31.4% — strong | Revenue growth 17.6% | Earnings accelerating (fwd PE 11.25 vs 14.54) | RSI 57 — ideal 1Y entry zone,1-2 years,21,5029.5,311.34,3.7,0.375,8,"Top-3 RS in Business/Support Services, Highest ROE in Business/Support Services",66,Base: model score 66/100 from Quality+Growth+Technical+Momentum | PEG 0.46 — growth clearly outpaces price (+8) | D/E 15.468 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,21,5029.5
ONGC,243.94,66,STRONG BUY,12,16,14,12,0,60.1,33.3,299801.0,7.26,5.51,12.7,1.9,47.8,42.548,7.74,48.4,292.73,234.06206502929166,292.73,292.73,20.0,4.0,20.0,20.0,20.0,4.0,5.0,psu_other,Energy/PSU,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.15 — undervalued vs growth | Dividend 7.74% — paid to hold | EPS growth 47.8% — strong | Earnings accelerating (fwd PE 5.51 vs 7.26) | RSI 48 — ideal 1Y entry zone | Near 52W low (28%) — good entry,1-2 years,20,4878.8,197.56,3.6,0.375,12,"Largest market cap in Energy/PSU, Top-3 RS in Energy/PSU, Highest ROE in Energy/PSU",66,Base: model score 66/100 from Quality+Growth+Technical+Momentum | PEG 0.15 — growth clearly outpaces price (+8) | D/E 42.548 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,20,4878.8
JSWSTEEL,1276.4,64,STRONG BUY,12,15,11,12,10,77.2,95.8,311615.0,12.59,17.52,,9.8,113.0,95.374,57.0,64.6,1531.68,1225.1320927173263,1531.68,1531.68,20.0,4.0,20.0,20.0,20.0,4.0,5.0,default,Metals & Mining,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.11 — undervalued vs growth | Dividend 57.0% — paid to hold | EPS growth 113.0% — explosive | Above 50 & 200 DMA — uptrend | RSI 65 — slightly elevated | 6M return 5% — healthy,1-2 years,3,3829.2,153.8,2.8,0.375,4,Largest market cap in Metals & Mining,64,Base: model score 64/100 from Quality+Growth+Technical+Momentum | PEG 0.11 — growth clearly outpaces price (+8) | D/E 95.374 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,3,3829.2
CUB,222.74,64,STRONG BUY,12,19,16,12,5,87.9,87.5,22675.0,16.17,11.83,13.24,23.6,25.1,,90.0,44.9,267.29,206.09715569946133,267.29,267.29,20.0,7.5,20.0,20.0,20.0,7.5,2.7,default,Banking,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.64 — undervalued vs growth | Dividend 90.0% — paid to hold | EPS growth 25.1% | Revenue growth 23.6% | Earnings accelerating (fwd PE 11.83 vs 16.17) | Above 50 & 200 DMA — uptrend,1-2 years,22,4900.28,366.14,3.6,0.375,0,,72,Base: model score 64/100 from Quality+Growth+Technical+Momentum | PEG 0.64 — growth clearly outpaces price (+8),ok,"[26 Jul 2026, TradingView] City Union Bank CUB Trend Line in Multiple TimeFrame 4/210 Chart for NSE:CUB by TheBullishVenture",No,,,,22,4900.28
LTFOODS,385.75,64,STRONG BUY,7,27,18,12,0,20.0,37.5,13147.0,20.53,13.06,14.94,23.8,70.7,28.488,1.08,47.1,434.35,365.9531353726178,405.81,462.9,12.6,5.1,12.6,5.2,20.0,5.1,2.5,default,Consumer/Retail,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +5.2%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.29 — undervalued vs growth | EPS growth 70.7% — explosive | Revenue growth 23.8% | Earnings accelerating (fwd PE 13.06 vs 20.53) | Above 50 DMA | RSI 47 — ideal 1Y entry zone,1-2 years,13,5014.75,257.36,3.7,0.375,0,,64,Base: model score 64/100 from Quality+Growth+Technical+Momentum | PEG 0.29 — growth clearly outpaces price (+8) | D/E 28.488 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,13,5014.75
POLYCAB,8930.0,64,STRONG BUY,15,26,8,3,0,82.9,75.0,136280.0,47.68,35.67,25.55,39.0,32.5,1.738,52.0,46.3,9912.3,8472.021763937313,9376.5,10716.0,11.0,5.1,11.0,5.0,20.0,5.1,2.2,default,Capital Goods,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 25.55% — excellent | Dividend 52.0% — paid to hold | EPS growth 32.5% — strong | Revenue growth 39.0% — exceptional | Earnings accelerating (fwd PE 35.67 vs 47.68) | RSI 46 — ideal 1Y entry zone,1-2 years,0,0.0,0.0,0.0,0.375,12,"Largest market cap in Capital Goods, Top-3 RS in Capital Goods, Highest ROE in Capital Goods",64,Base: model score 64/100 from Quality+Growth+Technical+Momentum,ok,"[17 Jul 2026, Moneycontrol.com] Polycab stock falls 4% today despite Q1 earnings beat; Jefferies, HSBC retain Buy calls",No,,,,0,0.0
APOLLOHOSP,8961.0,63,STRONG BUY,11,20,16,4,0,73.8,70.8,128472.0,66.02,41.69,21.5,18.1,35.6,85.146,22.0,58.0,9946.71,8701.048700829266,9409.05,10753.2,11.0,2.9,11.0,5.0,20.0,2.9,3.8,default,Hospitals,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 21.5% — good | Dividend 22.0% — paid to hold | EPS growth 35.6% — strong | Revenue growth 18.1% | Earnings accelerating (fwd PE 41.69 vs 66.02) | Above 50 & 200 DMA — uptrend,1-2 years,0,0.0,0.0,0.0,0.375,12,"Largest market cap in Hospitals, Top-3 RS in Hospitals, Highest ROE in Hospitals",55,Base: model score 63/100 from Quality+Growth+Technical+Momentum | D/E 85.146 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,0,0.0
AJANTPHARM,3417.0,63,STRONG BUY,10,19,16,4,10,75.9,91.7,42434.0,40.17,29.84,25.39,21.5,18.6,5.747,1.68,57.8,3792.87,3209.2187228615776,3587.85,4100.4,11.0,6.1,11.0,5.0,20.0,6.1,1.8,default,Pharma,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 25.39% — excellent | EPS growth 18.6% | Revenue growth 21.5% | Earnings accelerating (fwd PE 29.84 vs 40.17) | Above 50 & 200 DMA — uptrend | RSI 58 — ideal 1Y entry zone,1-2 years,1,3417.0,207.78,2.5,0.375,4,Highest ROE in Pharma,55,Base: model score 63/100 from Quality+Growth+Technical+Momentum | D/E 5.747 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,1,3417.0
APTUS,278.05,63,STRONG BUY,13,19,19,12,0,23.6,54.2,14115.0,14.93,10.85,20.11,21.7,25.9,156.2,1.78,45.3,333.66,261.97338937347973,333.66,333.66,20.0,5.8,20.0,20.0,20.0,5.8,3.4,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 20.11% — good | PEG ~0.58 — undervalued vs growth | EPS growth 25.9% | Revenue growth 21.7% | Earnings accelerating (fwd PE 10.85 vs 14.93) | Above 50 & 200 DMA — uptrend,1-2 years,18,5004.9,289.38,3.7,0.375,0,,63,Base: model score 63/100 from Quality+Growth+Technical+Momentum | PEG 0.58 — growth clearly outpaces price (+8) | D/E 156.2 — elevated leverage risk (-8),ok,"[20 Jul 2026, Moneycontrol.com] Trade Spotlight: How should you trade India Glycols, Exide Industries, Bharat Forge, Dalmia Bharat, Aptus...",No,,,,18,5004.9
NBCC,93.48,62,STRONG BUY,30,11,11,11,-5,28.2,16.7,25542.0,35.3,30.52,25.23,-2.5,37.8,0.008,72.0,28.2,103.76,88.13091268311614,98.15,112.18,11.0,5.7,11.0,5.0,20.0,5.7,1.9,psu_other,Logistics & Infra,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 25.23% — excellent | D/E 0.008 — fortress balance sheet | PEG ~0.93 — undervalued vs growth | Dividend 72.0% — paid to hold | EPS growth 37.8% — strong | RSI 28 — oversold, contrarian entry",1-2 years,54,5047.92,288.85,3.7,0.375,4,Top-3 RS in Logistics & Infra,70,Base: model score 62/100 from Quality+Growth+Technical+Momentum | PEG 0.93 — growth clearly outpaces price (+8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,54,5047.92
M&MFIN,394.7,62,STRONG BUY,12,30,8,8,0,93.9,41.7,54713.0,15.92,12.92,,36.7,64.0,429.851,2.01,73.4,473.64,366.9135657282923,473.64,473.64,20.0,7.0,20.0,20.0,20.0,7.0,2.9,default,Housing Finance/NBFC,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.25 — undervalued vs growth | Dividend 2.01% — paid to hold | EPS growth 64.0% — explosive | Revenue growth 36.7% — exceptional | Earnings accelerating (fwd PE 12.92 vs 15.92) | Above 50 & 200 DMA — uptrend,1-2 years,12,4736.4,333.44,3.5,0.375,4,Top-3 RS in Housing Finance/NBFC,62,Base: model score 62/100 from Quality+Growth+Technical+Momentum | PEG 0.25 — growth clearly outpaces price (+8) | D/E 429.851 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,12,4736.4
HBLENGINE,701.4,62,STRONG BUY,22,18,11,11,0,78.5,54.2,19627.0,23.64,,44.07,27.0,39.8,3.021,29.0,28.0,778.55,658.1781803189178,736.47,841.68,11.0,6.2,11.0,5.0,20.0,6.2,1.8,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 44.07% — excellent | PEG ~0.59 — undervalued vs growth | Dividend 29.0% — paid to hold | EPS growth 39.8% — strong | Revenue growth 27.0% | RSI 28 — oversold, contrarian entry",1-2 years,7,4909.8,302.55,3.6,0.375,0,,62,Base: model score 62/100 from Quality+Growth+Technical+Momentum | PEG 0.59 — growth clearly outpaces price (+8) | D/E 3.021 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,7,4909.8
AWL,188.13,62,STRONG BUY,12,24,14,12,0,9.1,54.2,24533.0,23.16,18.51,10.52,18.0,53.7,10.621,54.0,46.0,208.82,178.22403367776474,197.54,225.76,11.0,5.3,11.0,5.0,20.0,5.3,2.1,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.43 — undervalued vs growth | Dividend 54.0% — paid to hold | EPS growth 53.7% — explosive | Revenue growth 18.0% | Earnings accelerating (fwd PE 18.51 vs 23.16) | RSI 46 — ideal 1Y entry zone,1-2 years,27,5079.51,267.46,3.7,0.375,0,,62,Base: model score 62/100 from Quality+Growth+Technical+Momentum | PEG 0.43 — growth clearly outpaces price (+8) | D/E 10.621 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,27,5079.51
IOB,33.62,62,STRONG BUY,13,21,11,12,5,31.7,87.5,65068.0,11.34,37.54,16.53,48.1,45.9,,,39.8,36.48,32.22169428525067,35.3,40.34,8.5,4.2,8.5,5.0,20.0,4.2,2.0,psu_bank,Banking,"pe_anchored, peg_1.0_fair_value, roe_pb_implied",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0% | roe_pb_implied: -14.6%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 16.53% — good | PEG ~0.25 — undervalued vs growth | EPS growth 45.9% — strong | Revenue growth 48.1% — exceptional | RSI 40 — oversold, contrarian entry | Near 52W low (23%) — good entry",1-2 years,151,5076.62,211.14,3.7,0.375,0,,70,Base: model score 62/100 from Quality+Growth+Technical+Momentum | PEG 0.25 — growth clearly outpaces price (+8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,151,5076.62
