Symbol,CMP,Score,Grade,Quality,Growth,Technical,Momentum,Sector_RS_Bonus,RS_Rank,Sector_Percentile,Market_Cap_Cr,PE,Fwd_PE,ROE_%,Rev_Growth_%,EPS_Growth_%,Debt_Eq,Div_Yield_%,RSI,Target,Stop_Loss,Target_Low,Target_High,Profit_%,Risk_%,Target_%,Target_%_Low,Target_%_High,SL_%,RR_Ratio,Sector_Bucket,Sector_Label,Valuation_Methods_Used,Valuation_Method_Detail,Real_Analyst_Target_Status,Real_Analyst_Target_Avg,Real_Analyst_Target_Low,Real_Analyst_Target_High,Real_Analyst_Num_Analysts,Target_Disclaimer,Reasons,Horizon,Shares_To_Buy,Deploy_₹,Max_Risk_₹,%_of_Portfolio,Regime_Multiplier_Applied,Sector_Leader_Bonus,Sector_Leader_Reasons,Confidence_%,Confidence_Factors,News_Status,News_Headlines,You_Hold,Held_Qty,Held_Avg,Unrealized_PnL_%,Additional_Shares_Room,Additional_Deploy_₹
CGCL,222.49,51,BUY,12,30,5,4,0,76.6,54.2,21798.0,19.46,12.47,,85.8,79.4,334.728,9.0,23.0,256.98,204.25694814807747,246.96,266.99,15.5,8.2,15.5,11.0,20.0,8.2,1.9,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +11.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PEG ~0.25 — undervalued vs growth | Dividend 9.0% — paid to hold | EPS growth 79.4% — explosive | Revenue growth 85.8% — exceptional | Earnings accelerating (fwd PE 12.47 vs 19.46) | RSI 23 — oversold, contrarian entry",1-2 years,22,4894.78,401.13,3.6,0.375,0,,51,Base: model score 51/100 from Quality+Growth+Technical+Momentum | PEG 0.25 — growth clearly outpaces price (+8) | D/E 334.728 — elevated leverage risk (-8),ok,"[25 Jul 2026, TradingView] Capri Global Capital Limited Revenue Breakdown – NSE:CGCL",No,,,,22,4894.78
ABLBL,95.39,51,BUY,5,20,14,12,0,4.8,54.2,11591.0,67.68,31.96,12.72,11.9,45.2,213.719,53.0,50.4,105.88,90.00254423209591,100.16,114.47,11.0,5.6,11.0,5.0,20.0,5.6,2.0,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 53.0% — paid to hold | EPS growth 45.2% — strong | Revenue growth 11.9% | Earnings accelerating (fwd PE 31.96 vs 67.68) | RSI 50 — ideal 1Y entry zone | Near 52W low (12%) — good entry,1-2 years,53,5055.67,285.54,3.7,0.375,0,,43,Base: model score 51/100 from Quality+Growth+Technical+Momentum | D/E 213.719 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,53,5055.67
AADHARHFC,490.2,51,BUY,13,19,8,11,0,45.6,41.7,21629.0,19.95,13.28,15.75,24.4,26.0,255.574,,23.1,559.32,461.29816771191383,530.89,588.24,14.1,5.9,14.1,8.3,20.0,5.9,2.4,default,Housing Finance/NBFC,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +8.3%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 15.75% — good | PEG ~0.77 — undervalued vs growth | EPS growth 26.0% | Revenue growth 24.4% | Earnings accelerating (fwd PE 13.28 vs 19.95) | RSI 23 — oversold, contrarian entry",1-2 years,10,4902.0,289.02,3.6,0.375,0,,51,Base: model score 51/100 from Quality+Growth+Technical+Momentum | PEG 0.77 — growth clearly outpaces price (+8) | D/E 255.574 — elevated leverage risk (-8),ok,"[26 Jul 2026, TradingView] Aadhar Housing Finance Ltd Revenue Breakdown – NSE:AADHARHFC",No,,,,10,4902.0
GRAVITA,1629.6,50,BUY,5,15,8,12,10,33.4,95.8,11765.0,30.49,21.14,,41.8,14.0,29.934,64.0,20.1,1808.86,1509.7554994539505,1711.08,1955.52,11.0,7.4,11.0,5.0,20.0,7.4,1.5,default,Metals & Mining,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","Dividend 64.0% — paid to hold | Revenue growth 41.8% — exceptional | Earnings accelerating (fwd PE 21.14 vs 30.49) | RSI 20 — oversold, contrarian entry | Mid 52W range (53%) | 6M return 0% — healthy",1-2 years,3,4888.8,359.53,3.6,0.375,0,,42,Base: model score 50/100 from Quality+Growth+Technical+Momentum | D/E 29.934 — elevated leverage risk (-8),ok,"[28 Jul 2026, Business Standard] Gravita India shares fall 8% after Q1 results; announces unit closure",No,,,,3,4888.8
COLPAL,2104.8,50,BUY,15,0,19,12,0,44.7,37.5,58923.0,44.44,36.77,81.59,9.1,-0.5,2.993,2.24,56.5,2357.38,2007.6018752464538,2256.35,2458.41,12.0,4.6,12.0,7.2,16.8,4.6,2.6,consumer_retail,Consumer/Retail,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 81.59% — excellent | Dividend 2.24% — paid to hold | Above 50 & 200 DMA — uptrend | RSI 57 — ideal 1Y entry zone | Mid 52W range (50%) | 6M return -1% — healthy,1-2 years,2,4209.6,194.4,3.1,0.375,4,Highest ROE in Consumer/Retail,42,Base: model score 50/100 from Quality+Growth+Technical+Momentum | D/E 2.993 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,2,4209.6
ANGELONE,299.05,50,BUY,7,27,5,11,0,69.8,79.2,27634.0,27.3,17.1,,23.0,100.0,129.314,1.67,16.9,331.95,278.4067017227566,314.0,358.86,11.0,6.9,11.0,5.0,20.0,6.9,1.6,default,Capital Markets Infra,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PEG ~0.27 — undervalued vs growth | EPS growth 100.0% — explosive | Revenue growth 23.0% | Earnings accelerating (fwd PE 17.1 vs 27.3) | RSI 17 — oversold, contrarian entry | 6M return 17% — healthy",1-2 years,16,4784.8,330.29,3.5,0.375,0,,50,Base: model score 50/100 from Quality+Growth+Technical+Momentum | PEG 0.27 — growth clearly outpaces price (+8) | D/E 129.314 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,16,4784.8
IKS,1807.9,50,BUY,10,20,8,12,0,65.7,54.2,30517.0,43.1,30.95,31.44,18.5,38.6,26.873,,43.1,2006.77,1697.5784797865108,1898.3,2169.48,11.0,6.1,11.0,5.0,20.0,6.1,1.8,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 31.44% — excellent | EPS growth 38.6% — strong | Revenue growth 18.5% | Earnings accelerating (fwd PE 30.95 vs 43.1) | Above 50 & 200 DMA — uptrend | 6M return 14% — healthy,1-2 years,2,3615.8,220.64,2.7,0.375,0,,42,Base: model score 50/100 from Quality+Growth+Technical+Momentum | D/E 26.873 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,2,3615.8
JKCEMENT,5580.0,50,BUY,5,12,22,12,-5,28.0,4.2,43595.0,46.08,28.97,,28.0,-14.5,87.522,35.0,61.5,6249.6,5258.129808774482,5981.76,6517.44,12.0,5.8,12.0,7.2,16.8,5.8,2.1,default,Cement,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 35.0% — paid to hold | Revenue growth 28.0% | Earnings accelerating (fwd PE 28.97 vs 46.08) | Above 50 & 200 DMA — uptrend | RSI 61 — ideal 1Y entry zone | Near 52W low (32%) — good entry,1-2 years,0,0.0,0.0,0.0,0.375,4,Top-3 RS in Cement,42,Base: model score 50/100 from Quality+Growth+Technical+Momentum | D/E 87.522 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,0,0.0
HYUNDAI,2002.2,49,BUY,10,5,13,12,5,43.2,83.3,161931.0,29.81,22.49,29.92,4.8,-22.2,5.484,1.05,62.3,2242.46,1905.663405181738,2146.36,2338.57,12.0,4.8,12.0,7.2,16.8,4.8,2.5,default,Auto & Ancillaries,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 29.92% — excellent | Earnings accelerating (fwd PE 22.49 vs 29.81) | Above 50 DMA | RSI 62 — slightly elevated | Near 52W low (28%) — good entry | 6M return -7% — healthy,1-2 years,2,4004.4,193.07,2.9,0.375,4,Highest ROE in Auto & Ancillaries,41,Base: model score 49/100 from Quality+Growth+Technical+Momentum | D/E 5.484 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,2,4004.4
GPIL,247.5,49,BUY,12,12,3,12,10,82.2,95.8,16382.0,19.53,11.19,14.87,9.7,23.1,7.582,41.0,42.6,285.37,232.4866829962704,273.74,297.0,15.3,6.1,15.3,10.6,20.0,6.1,2.5,default,Metals & Mining,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +10.6%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.85 — undervalued vs growth | Dividend 41.0% — paid to hold | EPS growth 23.1% | Earnings accelerating (fwd PE 11.19 vs 19.53) | Mid 52W range (47%) | 6M return -4% — healthy,1-2 years,20,4950.0,300.27,3.6,0.375,0,,49,Base: model score 49/100 from Quality+Growth+Technical+Momentum | PEG 0.85 — growth clearly outpaces price (+8) | D/E 7.582 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,20,4950.0
EMCURE,1912.1,49,BUY,18,16,11,4,0,83.3,54.2,36109.0,38.99,25.21,19.57,16.7,28.8,30.567,16.0,62.9,2122.43,1801.5029362661246,2007.7,2294.52,11.0,5.8,11.0,5.0,20.0,5.8,1.9,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 19.57% — good | PEG ~1.35 — undervalued vs growth | Dividend 16.0% — paid to hold | EPS growth 28.8% | Revenue growth 16.7% | Earnings accelerating (fwd PE 25.21 vs 38.99),1-2 years,2,3824.2,221.19,2.8,0.375,0,,41,Base: model score 49/100 from Quality+Growth+Technical+Momentum | D/E 30.567 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,2,3824.2
INDHOTEL,741.85,49,BUY,5,16,16,12,0,49.0,54.2,105078.0,49.02,39.51,,15.1,20.7,18.987,44.0,55.2,823.45,711.8344810924825,778.94,890.22,11.0,4.0,11.0,5.0,20.0,4.0,2.8,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 44.0% — paid to hold | EPS growth 20.7% | Revenue growth 15.1% | Earnings accelerating (fwd PE 39.51 vs 49.02) | Above 50 & 200 DMA — uptrend | RSI 55 — ideal 1Y entry zone,1-2 years,6,4451.1,180.09,3.3,0.375,0,,41,Base: model score 49/100 from Quality+Growth+Technical+Momentum | D/E 18.987 — elevated leverage risk (-8),ok,"[28 Jul 2026, TradingView] Price to book forward of Indian Hotels Co. Ltd. – NSE:INDHOTEL",No,,,,6,4451.1
MEDANTA,1413.2,49,BUY,11,23,11,4,0,59.2,54.2,38505.0,69.56,44.41,15.03,24.5,42.0,29.869,4.0,67.2,1568.65,1346.1722124385938,1483.86,1695.84,11.0,4.7,11.0,5.0,20.0,4.7,2.3,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 15.03% — good | Dividend 4.0% — paid to hold | EPS growth 42.0% — strong | Revenue growth 24.5% | Earnings accelerating (fwd PE 44.41 vs 69.56) | Above 50 & 200 DMA — uptrend,1-2 years,3,4239.6,201.08,3.1,0.375,0,,41,Base: model score 49/100 from Quality+Growth+Technical+Momentum | D/E 29.869 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,3,4239.6
RITES,217.4,49,BUY,19,12,7,11,0,25.8,54.2,10523.0,25.61,19.88,16.4,24.8,-2.2,0.236,3.55,41.8,256.53,204.44323905288883,240.88,272.18,18.0,6.0,18.0,10.8,25.2,6.0,3.0,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 16.4% — good | D/E 0.236 — fortress balance sheet | Dividend 3.55% — paid to hold | Revenue growth 24.8% | Earnings accelerating (fwd PE 19.88 vs 25.61) | Above 50 DMA,1-2 years,23,5000.2,298.01,3.7,0.375,0,,49,Base: model score 49/100 from Quality+Growth+Technical+Momentum,no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,23,5000.2
RAILTEL,293.95,49,BUY,13,19,11,11,-5,14.3,16.7,9420.0,27.18,19.63,16.25,27.6,25.3,2.817,1.13,39.7,326.28,278.27294628283795,308.65,352.74,11.0,5.3,11.0,5.0,20.0,5.3,2.1,default,Logistics & Infra,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 16.25% — good | PEG ~1.07 — undervalued vs growth | EPS growth 25.3% | Revenue growth 27.6% | Earnings accelerating (fwd PE 19.63 vs 27.18) | RSI 40 — oversold, contrarian entry",1-2 years,17,4997.15,266.51,3.7,0.375,0,,41,Base: model score 49/100 from Quality+Growth+Technical+Momentum | D/E 2.817 — elevated leverage risk (-8),ok,"[25 Jul 2026, TradingView] RailTel Corp. of India Ltd. Revenue Breakdown – NSE:RAILTEL",No,,,,17,4997.15
TBOTEK,1511.5,49,BUY,6,15,16,12,0,63.8,54.2,16259.0,66.84,32.8,17.79,82.5,2.2,48.762,,52.6,1677.76,1408.7786585730112,1587.08,1813.8,11.0,6.8,11.0,5.0,20.0,6.8,1.6,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 17.79% — good | Revenue growth 82.5% — exceptional | Earnings accelerating (fwd PE 32.8 vs 66.84) | Above 50 & 200 DMA — uptrend | RSI 53 — ideal 1Y entry zone | 6M return 7% — healthy,1-2 years,3,4534.5,308.16,3.3,0.375,0,,31,Base: model score 49/100 from Quality+Growth+Technical+Momentum | PEG 30.38 — expensive vs growth rate (-10) | D/E 48.762 — elevated leverage risk (-8),ok,"[29 Jul 2026, Moneycontrol.com] Stocks to Watch Today: NBCC, Hirect, Indo-MIM, Xtranet Tech, MOIL, MTAR Tech, Eicher Motors, Prestige...",No,,,,3,4534.5
ICICIBANK,1428.0,48,BUY,11,4,16,12,5,44.5,87.5,1031446.0,18.48,15.3,16.07,11.4,13.8,,84.0,59.5,1542.24,1379.2698305452984,1499.4,1713.6,8.0,3.4,8.0,5.0,20.0,3.4,2.4,private_bank,Banking,"pe_anchored, peg_1.0_fair_value, roe_pb_implied",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0% | roe_pb_implied: -20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 16.07% — good | Dividend 84.0% — paid to hold | Revenue growth 11.4% | Above 50 & 200 DMA — uptrend | RSI 60 — ideal 1Y entry zone | 6M return 3% — healthy,1-2 years,3,4284.0,146.19,3.2,0.375,0,,48,Base: model score 48/100 from Quality+Growth+Technical+Momentum,no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,3,4284.0
BSOFT,313.9,48,BUY,12,15,13,8,0,23.4,54.2,8699.0,15.24,12.91,,7.4,50.8,3.422,2.17,64.9,376.68,290.97984289536765,376.68,376.68,20.0,7.3,20.0,20.0,20.0,7.3,2.7,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.3 — undervalued vs growth | Dividend 2.17% — paid to hold | EPS growth 50.8% — explosive | Above 50 DMA | RSI 65 — slightly elevated | Near 52W low (24%) — good entry,1-2 years,16,5022.4,366.72,3.7,0.375,0,,48,Base: model score 48/100 from Quality+Growth+Technical+Momentum | PEG 0.30 — growth clearly outpaces price (+8) | D/E 3.422 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,16,5022.4
HUDCO,197.21,48,BUY,12,11,8,14,-5,38.4,16.7,39079.0,9.19,8.13,,9.8,34.9,645.775,2.57,39.9,236.65,185.73933287672406,236.65,236.65,20.0,5.8,20.0,20.0,20.0,5.8,3.4,psu_other,Logistics & Infra,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PEG ~0.26 — undervalued vs growth | Dividend 2.57% — paid to hold | EPS growth 34.9% — strong | RSI 40 — oversold, contrarian entry | Mid 52W range (46%) | 6M return -2% — healthy",1-2 years,25,4930.25,286.77,3.6,0.375,8,"Largest market cap in Logistics & Infra, Top-3 RS in Logistics & Infra",48,Base: model score 48/100 from Quality+Growth+Technical+Momentum | PEG 0.26 — growth clearly outpaces price (+8) | D/E 645.775 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,25,4930.25
SONACOMS,733.1,48,BUY,5,26,8,0,5,93.1,83.3,44865.0,64.39,42.92,,52.4,44.3,7.213,50.0,77.3,813.74,695.8973303982431,769.75,879.72,11.0,5.1,11.0,5.0,20.0,5.1,2.2,default,Auto & Ancillaries,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","Dividend 50.0% — paid to hold | EPS growth 44.3% — strong | Revenue growth 52.4% — exceptional | Earnings accelerating (fwd PE 42.92 vs 64.39) | Above 50 & 200 DMA — uptrend | Sector RS bonus (+5, sector percentile 83.3)",1-2 years,6,4398.6,223.22,3.2,0.375,4,Top-3 RS in Auto & Ancillaries,40,Base: model score 48/100 from Quality+Growth+Technical+Momentum | D/E 7.213 — elevated leverage risk (-8),ok,"[27 Jul 2026, scanx.trade] Sona BLW Precision Forgings Q1 Results: Earnings Call Recording Released",No,,,,6,4398.6
STARHEALTH,604.5,48,BUY,0,24,16,4,0,87.0,20.8,35237.0,63.3,22.74,,13.8,18800.0,,,50.6,671.0,569.518673831059,634.72,725.4,11.0,5.8,11.0,5.0,20.0,5.8,1.9,default,Insurance,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",EPS growth 18800.0% — explosive | Revenue growth 13.8% | Earnings accelerating (fwd PE 22.74 vs 63.3) | Above 50 & 200 DMA — uptrend | RSI 51 — ideal 1Y entry zone | 1M return 3% — stable base,1-2 years,8,4836.0,279.85,3.6,0.375,4,Top-3 RS in Insurance,56,Base: model score 48/100 from Quality+Growth+Technical+Momentum | PEG 0.00 — growth clearly outpaces price (+8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,8,4836.0
UCOBANK,26.35,48,BUY,5,10,18,15,0,31.5,54.2,33242.0,11.83,18.94,8.54,53.0,8.3,,1.65,45.2,29.25,25.089316804217134,27.67,31.62,11.0,4.8,11.0,5.0,20.0,4.8,2.3,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PE 11.83x — cheap | Revenue growth 53.0% — exceptional | Above 50 DMA | RSI 45 — ideal 1Y entry zone | Near 52W low (38%) — good entry | 6M return -7% — healthy,1-2 years,193,5085.55,243.31,3.7,0.375,0,,48,Base: model score 48/100 from Quality+Growth+Technical+Momentum,ok,"[29 Jul 2026, The Economic Times] UCO Bank plans $500-million overseas fundraise",No,,,,193,5085.55
BALKRISIND,2271.8,48,BUY,5,5,21,12,5,26.0,83.3,40243.0,31.35,21.06,,6.9,-15.0,35.269,75.0,52.1,2680.72,2130.9888921457873,2517.15,2844.29,18.0,6.2,18.0,10.8,25.2,6.2,2.9,default,Auto & Ancillaries,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 75.0% — paid to hold | Earnings accelerating (fwd PE 21.06 vs 31.35) | Above 50 DMA | RSI 52 — ideal 1Y entry zone | Near 52W low (38%) — good entry | Volume 5.8x avg — accumulation,1-2 years,1,2271.8,140.81,1.7,0.375,0,,40,Base: model score 48/100 from Quality+Growth+Technical+Momentum | D/E 35.269 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,1,2271.8
TATACONSUM,1106.4,47,WATCH,5,16,14,12,0,56.8,37.5,108476.0,65.36,45.82,,11.9,27.9,12.159,92.0,48.3,1228.1,1056.7003346267227,1161.72,1327.68,11.0,4.5,11.0,5.0,20.0,4.5,2.4,default,Consumer/Retail,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 92.0% — paid to hold | EPS growth 27.9% | Revenue growth 11.9% | Earnings accelerating (fwd PE 45.82 vs 65.36) | RSI 48 — ideal 1Y entry zone | Near 52W low (39%) — good entry,1-2 years,4,4425.6,198.8,3.3,0.375,0,,39,Base: model score 47/100 from Quality+Growth+Technical+Momentum | D/E 12.159 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,4,4425.6
WELCORP,1672.3,47,WATCH,12,19,16,0,0,97.6,54.2,44751.0,19.38,17.2,,14.9,198.3,25.042,30.0,60.1,1934.85,1565.8505302035385,1864.61,2006.76,15.7,6.4,15.7,11.5,20.0,6.4,2.5,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +11.5%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.1 — undervalued vs growth | Dividend 30.0% — paid to hold | EPS growth 198.3% — explosive | Revenue growth 14.9% | Above 50 & 200 DMA — uptrend | RSI 60 — ideal 1Y entry zone,1-2 years,3,5016.9,319.35,3.7,0.375,0,,47,Base: model score 47/100 from Quality+Growth+Technical+Momentum | PEG 0.10 — growth clearly outpaces price (+8) | D/E 25.042 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,3,5016.9
